"age","annual_income","credit_score","city","has_lyft","Y"
70,30.505,776,"Redmond",0,1
67,23.767,541,"Redmond",0,0
53,103.713,603,"Redmond",1,0
45,126.029,610,"Redmond",0,1
52,33.279,623,"Kirkland",1,0
27,104.315,505,"Kirkland",0,1
61,65.062,444,"Kirkland",0,0
42,81.822,719,"Bellevue",0,1
34,50.337,608,"Kirkland",0,1
32,87.147,715,"Bellevue",0,1
28,37.767,699,"Kirkland",0,1
23,67.203,725,"Kirkland",0,1
58,31.679,594,"Kirkland",1,0
62,32.848,518,"Kirkland",0,0
21,22.363,544,"Redmond",1,1
64,52.478,612,"Kirkland",1,0
20,72.349,711,"Bellevue",0,0
67,67.058,685,"Kirkland",0,0
33,32.804,581,"Kirkland",1,1
38,36.316,631,"Bellevue",1,0
35,79.663,677,"Bellevue",1,1
38,33.295,555,"Redmond",1,0
40,33.88,625,"Kirkland",0,1
57,40.201,609,"Bellevue",1,0
21,30.114,626,"Bellevue",0,0
30,51.876,571,"Bellevue",0,1
61,99.526,684,"Kirkland",1,0
40,41.249,772,"Kirkland",0,1
64,37.874,607,"Kirkland",0,0
63,67.655,618,"Bellevue",1,0
22,56.728,591,"Redmond",1,0
68,71.261,556,"Redmond",0,1
18,28.839,653,"Bellevue",0,1
23,24.476,650,"Redmond",1,0
58,176.839,604,"Kirkland",0,1
43,68.644,622,"Redmond",0,1
29,58.074,673,"Bellevue",1,0
54,68.498,672,"Redmond",0,1
55,102.193,622,"Redmond",0,1
58,92.683,670,"Bellevue",0,1
27,72.237,583,"Redmond",0,1
50,55.352,799,"Bellevue",1,0
58,70.08,745,"Bellevue",1,1
60,80.995,780,"Redmond",0,0
63,26.319,745,"Redmond",0,0
42,49.418,767,"Kirkland",1,0
24,50.222,799,"Bellevue",0,1
52,28.466,598,"Redmond",0,0
18,31.779,504,"Bellevue",1,0
65,23.966,560,"Redmond",0,0
23,51.54,639,"Redmond",0,0
60,94.031,799,"Bellevue",0,1
27,23.924,584,"Kirkland",0,0
36,71.163,770,"Redmond",0,1
20,68.36,582,"Bellevue",1,1
63,50.682,621,"Bellevue",0,0
40,63.977,749,"Redmond",1,1
18,42.177,590,"Kirkland",0,1
50,141.243,585,"Bellevue",1,0
58,60.552,671,"Bellevue",1,1
56,53.754,745,"Kirkland",1,0
53,39.313,651,"Kirkland",1,0
64,73.633,525,"Kirkland",1,0
54,94.694,799,"Kirkland",1,0
62,60.395,693,"Kirkland",1,1
18,62.254,490,"Bellevue",1,1
43,66.196,799,"Redmond",1,0
39,46.662,648,"Bellevue",0,1
21,107.687,678,"Kirkland",0,1
35,71.565,799,"Kirkland",1,1
24,70.876,484,"Kirkland",1,0
70,77.149,799,"Kirkland",0,1
35,25.069,585,"Redmond",0,0
46,50.841,672,"Redmond",0,1
63,122.846,638,"Redmond",1,1
34,66.658,751,"Kirkland",1,1
19,36.423,600,"Redmond",0,1
67,25.53,616,"Bellevue",1,0
66,63.946,571,"Kirkland",0,0
28,33.533,593,"Kirkland",0,0
23,53.363,736,"Redmond",1,0
19,147.223,462,"Kirkland",0,1
66,36.206,552,"Kirkland",0,0
61,30.736,606,"Redmond",0,1
33,29.579,799,"Kirkland",1,0
36,47.968,688,"Redmond",1,0
43,64.327,605,"Redmond",0,1
32,28.534,791,"Kirkland",0,0
60,46.911,557,"Kirkland",0,0
34,26.59,799,"Redmond",0,1
46,37.125,757,"Redmond",1,0
30,51.177,528,"Kirkland",0,0
57,51.03,568,"Bellevue",0,1
66,18.258,627,"Kirkland",1,0
61,258.852,728,"Kirkland",1,1
31,24.851,514,"Kirkland",0,1
20,70.877,605,"Bellevue",0,1
66,50.938,709,"Bellevue",1,0
52,75.575,666,"Redmond",1,0
61,160.383,799,"Redmond",1,1
65,139.058,632,"Redmond",1,1
63,62.72,596,"Kirkland",0,1
20,80.617,696,"Kirkland",1,0
28,51.031,610,"Kirkland",1,0
25,103.294,721,"Redmond",0,1
63,110.668,799,"Bellevue",0,1
38,36.581,645,"Kirkland",1,0
42,148.624,772,"Bellevue",0,1
61,44.234,647,"Kirkland",0,1
67,112.405,782,"Kirkland",0,0
70,34.44,496,"Kirkland",1,0
42,37.119,681,"Bellevue",0,1
30,55.935,752,"Redmond",0,1
50,40.985,683,"Kirkland",1,0
28,100.772,592,"Redmond",0,1
28,58.659,477,"Kirkland",1,0
36,41.697,747,"Redmond",0,0
27,79.486,569,"Kirkland",0,0
58,73.807,668,"Bellevue",1,0
41,72.77,541,"Kirkland",0,0
26,114.115,580,"Bellevue",0,0
18,37.405,680,"Redmond",0,1
22,53.212,677,"Kirkland",1,0
20,38.052,613,"Kirkland",0,0
41,67.969,506,"Redmond",0,1
69,80.634,706,"Redmond",0,0
49,94.572,696,"Redmond",1,1
70,43.575,524,"Kirkland",1,0
59,23.25,499,"Bellevue",1,0
37,45.249,680,"Bellevue",1,0
70,150.91,666,"Redmond",0,0
24,68.811,692,"Redmond",0,1
56,145.385,621,"Bellevue",1,0
44,88.213,618,"Bellevue",1,0
22,161.727,670,"Bellevue",1,1
68,33.711,652,"Bellevue",1,0
33,28.732,483,"Kirkland",1,1
57,127.051,725,"Redmond",0,1
46,75.542,585,"Bellevue",0,1
47,36.479,738,"Redmond",1,0
46,39.059,552,"Bellevue",0,0
61,34.989,576,"Bellevue",0,0
40,98.065,678,"Bellevue",0,1
61,85.05,616,"Kirkland",1,1
40,73.452,751,"Kirkland",1,1
47,68.127,638,"Kirkland",1,0
35,86.626,698,"Redmond",1,0
38,69.132,663,"Bellevue",1,1
22,43.293,488,"Kirkland",0,1
33,123.811,596,"Bellevue",1,0
34,43.22,739,"Bellevue",0,0
33,70.912,735,"Redmond",0,1
34,71.231,395,"Kirkland",0,0
61,246.338,605,"Redmond",0,1
57,113.599,657,"Kirkland",0,0
42,54.343,725,"Kirkland",0,1
33,96.753,536,"Redmond",1,1
39,70.405,473,"Kirkland",0,1
68,53.396,721,"Bellevue",0,1
47,55.168,572,"Kirkland",1,1
62,109.669,523,"Bellevue",1,0
67,67.93,733,"Bellevue",0,1
59,32.915,755,"Bellevue",0,1
26,33.551,676,"Redmond",0,0
19,80.026,757,"Bellevue",0,1
65,33.178,676,"Redmond",0,1
20,50.389,587,"Redmond",0,1
61,53.045,728,"Bellevue",0,1
37,46.003,596,"Bellevue",1,0
66,53.69,649,"Redmond",1,0
52,59.674,619,"Bellevue",1,1
60,56.451,603,"Kirkland",1,0
26,174.421,584,"Bellevue",0,1
50,67.272,673,"Kirkland",1,0
41,42.067,770,"Bellevue",1,0
38,30.282,675,"Redmond",1,0
68,111.999,594,"Kirkland",0,0
24,36.719,788,"Bellevue",1,0
29,75.46,651,"Kirkland",1,0
38,88.052,717,"Bellevue",0,1
34,113.534,578,"Bellevue",1,0
33,76.057,648,"Bellevue",1,0
28,69.753,701,"Kirkland",1,0
57,100.104,638,"Bellevue",0,1
52,93.004,666,"Bellevue",0,1
22,53.726,582,"Bellevue",0,0
46,31.587,484,"Kirkland",0,0
47,101.401,616,"Redmond",0,0
61,49.538,764,"Kirkland",1,0
44,33.77,649,"Bellevue",0,1
43,21.262,772,"Bellevue",1,0
42,58.274,663,"Bellevue",1,1
31,56.501,799,"Bellevue",0,0
19,22.447,734,"Kirkland",0,1
70,64.832,704,"Bellevue",1,0
57,106.701,656,"Kirkland",1,0
20,56.212,747,"Kirkland",0,1
66,35.519,653,"Bellevue",0,1
19,66.367,794,"Kirkland",1,1
67,113.068,637,"Kirkland",0,1
67,34.276,588,"Redmond",1,1
38,39.43,799,"Bellevue",1,1
66,44.499,752,"Redmond",1,0
30,106.958,627,"Bellevue",1,0
30,76.617,573,"Redmond",1,1
56,46.549,692,"Kirkland",0,0
42,72.397,528,"Bellevue",0,0
49,104.166,642,"Redmond",1,0
34,32.112,438,"Redmond",0,0
66,105.366,709,"Kirkland",0,0
31,82.435,620,"Bellevue",1,1
41,68.443,753,"Kirkland",1,0
28,64.369,677,"Kirkland",1,1
40,78.216,597,"Bellevue",0,0
42,125.651,677,"Kirkland",0,0
53,100.347,626,"Redmond",0,1
35,40.894,601,"Redmond",0,1
51,31.399,712,"Bellevue",1,0
30,51.21,528,"Redmond",0,0
51,55.79,526,"Redmond",1,1
67,27.35,736,"Redmond",0,0
50,112.148,454,"Kirkland",1,1
20,107.561,440,"Bellevue",0,1
66,113.389,623,"Redmond",0,1
32,71.245,589,"Redmond",1,1
40,141.754,548,"Redmond",1,1
57,53.636,696,"Redmond",1,0
58,62.502,592,"Redmond",0,0
62,105.791,535,"Redmond",0,1
25,81.681,475,"Redmond",0,1
44,39.473,567,"Bellevue",0,0
60,36.841,799,"Redmond",0,1
67,121.816,653,"Kirkland",1,1
27,96.618,739,"Redmond",1,1
24,59.367,721,"Bellevue",0,1
34,94.028,696,"Redmond",1,1
70,41.07,525,"Kirkland",1,0
53,81.745,653,"Redmond",0,1
36,80.481,710,"Kirkland",0,1
50,70.582,590,"Redmond",0,0
49,60.834,655,"Kirkland",1,0
50,91.904,737,"Bellevue",1,1
62,56.831,584,"Bellevue",0,1
36,75.638,725,"Redmond",1,1
29,111.462,647,"Redmond",1,1
48,53.922,609,"Bellevue",0,1
24,153.607,747,"Redmond",0,1
30,45.61,453,"Redmond",0,1
21,41.489,553,"Kirkland",1,0
20,102.687,651,"Kirkland",1,0
28,61.453,730,"Kirkland",1,0
27,46.486,668,"Kirkland",0,0
35,31.02,645,"Bellevue",1,0
28,54.233,799,"Redmond",1,1
26,63.822,641,"Kirkland",1,0
70,32.265,730,"Redmond",0,0
69,134.597,606,"Kirkland",1,0
40,51.215,634,"Redmond",1,0
44,47.178,799,"Bellevue",0,1
21,74.117,654,"Bellevue",0,1
65,85.068,674,"Kirkland",1,1
28,43.18,449,"Redmond",0,0
52,45.866,720,"Kirkland",0,0
42,115.465,583,"Bellevue",0,1
36,64.841,560,"Bellevue",0,1
42,92.908,661,"Bellevue",0,1
24,88.444,745,"Redmond",0,1
43,47.553,518,"Kirkland",1,0
33,34.565,682,"Redmond",1,0
33,94.352,715,"Kirkland",1,0
46,45.091,642,"Bellevue",1,0
70,75.396,703,"Kirkland",0,0
38,75.947,553,"Kirkland",0,1
67,77.636,692,"Redmond",1,0
70,81.385,442,"Kirkland",1,0
63,55.654,704,"Bellevue",0,1
63,29.855,580,"Bellevue",1,0
31,44.86,598,"Bellevue",0,1
61,20.605,722,"Redmond",0,1
59,71.569,697,"Bellevue",0,1
60,73.332,688,"Redmond",1,0
34,59.343,738,"Bellevue",0,1
41,68.1,597,"Kirkland",0,1
25,63.257,699,"Bellevue",0,1
35,62.94,672,"Bellevue",0,1
59,67.324,644,"Kirkland",0,0
39,65.539,521,"Kirkland",1,1
35,62.866,694,"Redmond",0,1
49,60.779,674,"Redmond",0,0
32,90.158,799,"Kirkland",1,1
28,42.777,618,"Bellevue",0,1
39,43.52,756,"Bellevue",1,0
52,119.239,799,"Kirkland",1,0
57,59.62,615,"Kirkland",0,1
31,55.822,552,"Kirkland",0,0
55,76.626,623,"Kirkland",0,1
51,115.894,799,"Bellevue",0,1
53,88.988,629,"Kirkland",0,0
53,64.285,799,"Redmond",1,1
66,26.425,711,"Redmond",1,0
53,59.453,661,"Redmond",0,0
26,42.978,722,"Bellevue",1,0
47,131.199,652,"Bellevue",1,1
47,63.388,646,"Bellevue",0,1
21,126.519,629,"Redmond",1,1
35,105.978,799,"Redmond",1,1
21,53.407,585,"Bellevue",0,0
31,71.673,663,"Kirkland",0,1
65,53.525,713,"Redmond",0,1
23,81.225,604,"Redmond",0,0
66,43.762,447,"Redmond",0,0
37,75.471,696,"Kirkland",1,1
24,27.676,712,"Kirkland",0,0
35,24.922,727,"Redmond",0,1
40,86.531,799,"Kirkland",0,1
52,106.991,594,"Kirkland",0,0
65,59.543,745,"Redmond",1,0
67,66.79,799,"Kirkland",1,0
35,155.501,791,"Kirkland",0,1
48,28.595,799,"Kirkland",1,0
33,29.085,747,"Kirkland",0,0
29,40.031,799,"Kirkland",0,1
38,123.126,637,"Bellevue",1,0
43,107.231,554,"Bellevue",1,1
25,48.535,799,"Redmond",1,0
37,38.573,632,"Redmond",1,0
38,37.766,713,"Redmond",0,0
66,73.727,700,"Redmond",0,0
35,82.71,739,"Kirkland",1,1
27,66.104,394,"Bellevue",1,0
59,56.076,651,"Bellevue",0,1
69,22.325,581,"Redmond",0,0
42,63.007,672,"Redmond",0,1
29,27.075,620,"Redmond",1,0
40,107.599,799,"Bellevue",0,1
45,74.776,614,"Kirkland",1,0
67,74.398,685,"Kirkland",0,1
66,27.164,689,"Redmond",1,0
45,102.728,602,"Redmond",0,1
33,69.24,692,"Redmond",0,1
42,51.619,575,"Bellevue",1,0
64,70.214,655,"Bellevue",0,1
38,71.928,608,"Bellevue",1,0
69,80.684,764,"Redmond",0,0
64,33.494,669,"Kirkland",1,0
35,78.111,578,"Kirkland",0,0
31,58.319,632,"Kirkland",0,0
38,82.435,653,"Redmond",1,1
67,52.928,651,"Bellevue",1,0
61,58.524,799,"Kirkland",0,0
41,59.385,569,"Kirkland",0,0
23,41.202,799,"Redmond",0,0
49,108.789,587,"Bellevue",0,1
62,81.959,699,"Bellevue",1,1
35,33.285,467,"Kirkland",1,0
20,57.461,387,"Kirkland",0,1
42,42.255,762,"Bellevue",0,0
47,38.537,799,"Redmond",1,0
35,145.659,623,"Kirkland",1,1
52,44.662,775,"Redmond",0,1
19,113.354,497,"Bellevue",1,0
66,41.725,739,"Bellevue",0,0
40,104.71,543,"Bellevue",0,1
67,89.116,672,"Redmond",0,1
70,74.115,622,"Bellevue",0,0
64,95.668,491,"Redmond",0,0
60,98.859,609,"Bellevue",1,0
47,81.441,740,"Redmond",0,1
19,161.318,533,"Kirkland",1,1
70,42.628,727,"Redmond",0,0
49,90.735,739,"Redmond",1,1
40,40.093,609,"Redmond",1,0
32,36.71,513,"Kirkland",0,1
62,91.165,569,"Bellevue",0,1
59,149.276,799,"Redmond",0,1
22,45.03,519,"Bellevue",1,0
26,32.129,525,"Kirkland",1,0
24,59.235,786,"Redmond",1,0
60,25.534,598,"Redmond",1,0
61,105.287,799,"Redmond",1,0
59,55.594,641,"Kirkland",0,0
62,101.191,668,"Redmond",1,0
42,89.233,778,"Redmond",1,1
40,70.429,553,"Kirkland",1,0
21,74.053,698,"Redmond",1,1
29,34.605,686,"Redmond",1,1
57,50.84,692,"Redmond",1,1
29,56.665,799,"Kirkland",1,1
35,52.504,582,"Bellevue",1,1
31,38.147,611,"Redmond",1,1
49,84.176,602,"Redmond",0,1
44,69.77,674,"Redmond",1,0
21,116.971,731,"Kirkland",0,1
40,47.616,752,"Bellevue",1,1
41,65.355,688,"Redmond",1,1
39,55.418,711,"Redmond",1,0
25,42.77,646,"Bellevue",1,0
34,74.214,585,"Redmond",0,1
55,75.806,515,"Bellevue",0,1
46,58.683,593,"Kirkland",1,0
34,72.561,698,"Redmond",1,1
48,54.629,604,"Kirkland",0,0
33,43.643,683,"Kirkland",0,0
27,119.664,665,"Bellevue",1,1
22,169.49,610,"Kirkland",0,1
48,38.175,669,"Kirkland",1,1
69,48.032,722,"Kirkland",0,1
28,83.131,799,"Bellevue",0,1
51,190.615,634,"Redmond",1,1
24,128.973,641,"Kirkland",0,1
23,165.794,799,"Kirkland",1,1
31,23.839,702,"Redmond",1,0
33,61.78,522,"Bellevue",1,1
61,84.013,652,"Bellevue",1,0
36,35.001,718,"Redmond",0,1
27,37.545,778,"Kirkland",0,0
60,81.515,670,"Kirkland",1,0
57,58.966,650,"Bellevue",1,0
57,76.627,619,"Kirkland",0,1
65,75.484,700,"Redmond",0,0
22,57.579,756,"Kirkland",0,1
52,79.244,646,"Kirkland",0,0
69,49.917,644,"Kirkland",1,0
18,62.044,510,"Bellevue",0,0
58,67.327,773,"Redmond",1,1
35,126.054,624,"Kirkland",1,1
30,104.918,624,"Kirkland",0,1
34,27.711,719,"Redmond",1,1
68,43.674,568,"Bellevue",1,0
66,74.237,598,"Kirkland",1,0
62,74.792,546,"Bellevue",1,0
30,152.573,521,"Redmond",0,1
43,93.599,613,"Bellevue",1,1
66,133.251,799,"Kirkland",0,1
30,42.144,782,"Bellevue",0,0
46,30.531,553,"Redmond",1,0
19,88.682,595,"Redmond",0,1
38,55.722,799,"Kirkland",1,1
25,58.826,671,"Redmond",1,0
43,138.323,511,"Bellevue",1,0
19,79.463,521,"Redmond",1,1
30,27.395,603,"Kirkland",0,0
30,37.451,711,"Bellevue",0,1
28,71.483,799,"Bellevue",1,1
43,80.808,558,"Kirkland",1,1
22,29.771,512,"Redmond",0,1
38,33.05,793,"Redmond",1,0
39,70.882,671,"Redmond",0,0
56,56.055,727,"Bellevue",0,1
44,82.89,581,"Bellevue",0,1
19,144.014,760,"Bellevue",0,1
43,35.058,688,"Bellevue",0,1
24,20.178,585,"Redmond",0,1
58,77.188,546,"Redmond",0,0
31,74.754,705,"Redmond",0,1
27,69.79,704,"Bellevue",0,0
34,39.832,591,"Bellevue",0,1
27,31.684,586,"Redmond",0,0
54,105.454,577,"Redmond",0,1
53,76.442,577,"Bellevue",1,1
27,43.238,763,"Kirkland",1,0
70,224.489,636,"Kirkland",0,1
57,41.697,682,"Bellevue",1,0
63,84.907,594,"Kirkland",0,1
36,120.898,696,"Kirkland",1,1
32,58.195,653,"Redmond",0,1
55,70.135,597,"Bellevue",1,0
32,60.936,745,"Kirkland",1,1
43,51.176,609,"Kirkland",0,1
29,29.107,678,"Bellevue",1,1
51,57.074,482,"Bellevue",1,0
23,61.118,578,"Bellevue",0,1
55,94.919,609,"Kirkland",0,1
63,91.894,459,"Kirkland",0,1
63,55.433,578,"Bellevue",1,0
55,61.167,567,"Bellevue",1,0
59,86.055,580,"Bellevue",1,1
70,51.487,707,"Kirkland",1,1
33,55.172,666,"Bellevue",1,0
61,149.952,735,"Redmond",1,1
39,116.364,512,"Kirkland",0,1
22,46.677,366,"Redmond",1,0
48,74.083,399,"Bellevue",0,0
44,51.792,729,"Bellevue",1,1
55,69.313,566,"Bellevue",0,0
60,57.567,759,"Kirkland",1,0
47,69.927,758,"Kirkland",1,0
56,147.012,685,"Kirkland",1,1
42,117.399,612,"Bellevue",0,1
62,53.655,595,"Bellevue",0,0
40,44.836,666,"Kirkland",0,1
70,24.195,688,"Kirkland",0,0
31,61.771,799,"Bellevue",0,1
27,51.46,757,"Bellevue",0,1
61,73.316,635,"Bellevue",1,0
58,57.152,631,"Kirkland",1,0
59,68.884,799,"Redmond",1,1
44,53.588,627,"Redmond",1,0
18,47.682,340,"Kirkland",0,0
20,37.175,493,"Redmond",0,1
54,96.259,465,"Kirkland",1,1
45,66.968,685,"Redmond",1,1
30,58.23,672,"Bellevue",1,0
48,82.347,621,"Redmond",1,1
34,25.246,648,"Bellevue",0,1
34,78.881,777,"Bellevue",0,1
58,28.705,715,"Kirkland",0,1
48,45.555,799,"Bellevue",1,1
42,53.519,583,"Bellevue",1,1
40,249.315,683,"Redmond",0,1
68,51.34,771,"Bellevue",0,1
50,54.364,552,"Bellevue",1,1
34,32.566,648,"Redmond",1,1
62,53.859,799,"Redmond",0,1
31,112.739,569,"Redmond",0,1
28,51.663,572,"Redmond",0,1
28,51.671,595,"Kirkland",0,1
19,80.971,759,"Bellevue",0,1
50,79.121,482,"Bellevue",1,0
48,68.985,543,"Redmond",0,0
62,54.641,696,"Redmond",1,1
69,23.169,723,"Bellevue",1,1
54,103.804,566,"Bellevue",1,0
55,81.916,713,"Redmond",1,0
68,46.023,685,"Bellevue",0,1
28,103.923,506,"Kirkland",1,1
25,105.693,639,"Redmond",1,1
53,21.606,520,"Bellevue",1,0
63,74.763,643,"Bellevue",1,0
48,29.462,791,"Kirkland",1,1
69,35.264,647,"Bellevue",0,0
36,105.906,726,"Bellevue",0,1
37,77.809,660,"Kirkland",0,1
28,75.409,785,"Redmond",1,0
66,44.205,688,"Kirkland",1,0
45,44.922,663,"Kirkland",0,1
37,52.615,723,"Bellevue",1,0
30,75.035,433,"Kirkland",1,0
66,55.388,552,"Bellevue",1,0
59,92.708,701,"Bellevue",0,1
40,55.212,773,"Kirkland",0,0
46,33.239,555,"Redmond",1,0
48,72.886,560,"Bellevue",1,0
45,64.563,799,"Redmond",0,0
44,50.437,792,"Kirkland",1,0
46,88.751,487,"Kirkland",1,0
62,65.998,529,"Kirkland",0,0
41,58.436,720,"Bellevue",0,1
22,35.218,780,"Redmond",0,1
25,142.611,727,"Bellevue",0,1
45,51.748,719,"Redmond",0,0
24,90.544,688,"Bellevue",1,1
18,36.17,502,"Kirkland",0,0
28,50.621,755,"Redmond",1,0
28,80.364,594,"Kirkland",0,1
69,81,739,"Redmond",0,1
34,130.553,531,"Kirkland",0,0
37,48.492,669,"Kirkland",1,0
59,86.076,629,"Bellevue",1,1
29,81.589,654,"Kirkland",0,0
65,75.659,703,"Bellevue",1,0
35,29.839,652,"Redmond",0,1
45,125.82,593,"Kirkland",1,0
38,52.718,638,"Redmond",0,1
46,31.732,444,"Bellevue",1,0
23,62.978,610,"Redmond",1,0
43,58.74,556,"Kirkland",0,0
20,47.306,630,"Bellevue",0,1
50,141.304,395,"Bellevue",1,1
49,167.569,653,"Redmond",1,1
56,61.933,739,"Kirkland",0,1
37,32.837,739,"Redmond",0,1
59,63.495,736,"Kirkland",1,0
66,62.802,799,"Bellevue",0,1
56,33.501,707,"Kirkland",0,0
33,82.948,779,"Redmond",0,1
20,70.171,713,"Bellevue",0,0
54,49.637,685,"Kirkland",1,0
65,50.997,786,"Kirkland",1,1
64,58.441,751,"Kirkland",0,0
65,45.72,697,"Bellevue",0,0
23,100.428,730,"Bellevue",1,1
26,62.481,676,"Redmond",0,0
40,65.007,386,"Bellevue",0,0
43,63.599,515,"Redmond",0,1
24,31.589,714,"Bellevue",0,1
67,81.047,738,"Bellevue",0,1
51,27.589,569,"Redmond",0,0
60,51.054,679,"Bellevue",1,0
29,60.526,666,"Redmond",0,1
70,44.061,774,"Kirkland",1,0
27,31.413,704,"Bellevue",1,0
67,36.943,680,"Bellevue",1,1
23,61.51,757,"Kirkland",0,1
18,34.8,629,"Kirkland",0,0
43,61.073,727,"Bellevue",0,0
54,79.36,715,"Redmond",0,1
24,58.525,641,"Redmond",0,1
49,76.401,610,"Bellevue",0,0
58,113.346,491,"Bellevue",1,0
28,150.409,615,"Kirkland",1,1
51,71.552,587,"Kirkland",0,1
60,109.453,483,"Kirkland",1,0
45,13.004,725,"Redmond",0,1
66,39.317,714,"Redmond",1,0
65,85.856,767,"Bellevue",1,0
40,52.537,426,"Redmond",0,0
63,162.052,546,"Bellevue",0,1
68,93.183,744,"Bellevue",1,1
48,97.058,573,"Kirkland",0,1
69,75.207,592,"Kirkland",0,0
47,51.45,564,"Redmond",1,0
49,72.541,565,"Redmond",0,1
66,74.815,586,"Redmond",1,1
22,65.223,726,"Bellevue",0,1
67,54.221,717,"Kirkland",0,0
66,81.607,711,"Redmond",0,1
29,52.797,605,"Bellevue",0,1
62,67.165,617,"Kirkland",1,1
20,72.366,623,"Bellevue",1,1
47,45.387,691,"Redmond",1,0
52,35.58,606,"Bellevue",0,1
40,71.9,458,"Bellevue",0,0
23,41.066,568,"Redmond",0,1
61,82.146,648,"Kirkland",1,0
61,62.274,630,"Bellevue",1,0
40,70.406,727,"Kirkland",1,0
30,24.937,654,"Redmond",1,0
65,86.031,687,"Bellevue",1,0
43,31.572,551,"Bellevue",0,0
59,56.503,683,"Redmond",1,1
24,45.668,626,"Kirkland",1,1
53,115.375,688,"Kirkland",0,0
31,78.895,562,"Bellevue",0,1
48,56.143,554,"Redmond",1,0
51,58.534,509,"Kirkland",0,0
43,54.534,636,"Bellevue",1,1
69,72.742,747,"Bellevue",1,1
36,107.735,663,"Redmond",1,1
47,29.342,679,"Redmond",0,0
55,46.422,682,"Bellevue",0,1
24,99.884,672,"Redmond",0,1
47,64.506,799,"Redmond",0,1
28,40.242,613,"Kirkland",1,0
33,116.506,752,"Kirkland",0,1
68,51.772,773,"Kirkland",0,1
68,47.556,613,"Redmond",0,1
47,90.008,694,"Kirkland",0,0
55,44.628,799,"Redmond",0,1
27,103.694,712,"Bellevue",0,1
56,36.097,627,"Redmond",0,0
49,123.437,491,"Bellevue",1,0
54,54.071,477,"Kirkland",0,0
34,60.586,713,"Redmond",1,1
45,14.172,648,"Kirkland",1,0
56,94.362,780,"Kirkland",0,1
69,79.336,747,"Bellevue",0,1
65,103.451,672,"Kirkland",1,0
24,69.253,767,"Bellevue",0,1
21,32.654,703,"Kirkland",0,0
45,66.789,534,"Redmond",1,0
69,45.81,539,"Bellevue",1,0
60,44.144,667,"Bellevue",0,0
60,62.023,698,"Redmond",0,0
57,32.418,777,"Kirkland",1,1
33,36.748,683,"Bellevue",0,0
26,69.692,681,"Bellevue",1,0
31,57.77,710,"Kirkland",0,0
60,80.296,799,"Redmond",1,1
26,92.053,538,"Kirkland",0,1
27,76.542,618,"Bellevue",0,1
63,65.047,620,"Kirkland",1,0
58,69.72,671,"Kirkland",0,0
68,24.919,681,"Kirkland",1,0
24,105.957,465,"Bellevue",0,0
53,35.952,634,"Bellevue",0,1
33,37.332,571,"Kirkland",1,0
52,74.312,788,"Bellevue",1,0
33,75.894,558,"Kirkland",0,0
35,74.71,310,"Redmond",1,0
66,109.178,579,"Bellevue",0,1
64,23.714,558,"Bellevue",0,0
41,121.041,738,"Bellevue",0,1
21,162.547,759,"Bellevue",0,1
48,61.58,560,"Redmond",0,1
70,55.138,665,"Bellevue",1,0
39,27.439,631,"Bellevue",1,1
25,51.217,602,"Bellevue",0,1
66,104.867,655,"Kirkland",1,0
66,70.303,653,"Kirkland",1,1
23,185.34,613,"Kirkland",1,1
54,74.046,622,"Bellevue",0,0
27,24.443,601,"Redmond",1,0
22,50.089,698,"Kirkland",0,0
27,79.786,642,"Bellevue",1,0
49,220.102,696,"Kirkland",1,1
38,58.304,605,"Kirkland",1,0
57,96.319,799,"Bellevue",1,1
46,36.958,724,"Bellevue",0,0
70,59.512,566,"Kirkland",0,0
51,103.517,540,"Redmond",1,0
50,187.854,761,"Kirkland",0,1
22,76.355,520,"Kirkland",1,1
33,36.435,508,"Redmond",0,1
27,73.639,619,"Bellevue",0,0
21,45.25,596,"Bellevue",1,1
19,116.144,629,"Redmond",0,1
30,47.774,753,"Kirkland",0,0
64,96.094,590,"Kirkland",1,0
44,89.434,799,"Kirkland",1,0
44,51.21,584,"Bellevue",0,1
48,76.075,611,"Bellevue",1,0
67,36.37,510,"Redmond",0,1
29,64.024,456,"Redmond",1,0
70,85.72,471,"Kirkland",0,0
29,86.96,572,"Kirkland",0,0
59,33.665,566,"Bellevue",0,0
31,133.894,686,"Bellevue",1,1
54,54.65,527,"Bellevue",0,1
53,77.743,618,"Bellevue",1,0
52,32.879,552,"Kirkland",1,0
56,75.751,460,"Kirkland",0,1
46,53.429,676,"Kirkland",1,0
52,28.055,495,"Kirkland",1,0
51,21.847,568,"Bellevue",0,1
51,40.323,711,"Redmond",1,0
68,60.803,538,"Bellevue",0,1
64,75.925,712,"Redmond",0,1
35,163.724,646,"Bellevue",1,1
41,69.698,672,"Redmond",1,1
32,98.241,761,"Kirkland",1,0
62,74.569,676,"Bellevue",1,0
34,112.91,781,"Redmond",0,1
36,41.801,608,"Kirkland",1,0
67,105.73,557,"Redmond",0,1
32,37.504,544,"Bellevue",0,1
31,117.342,652,"Bellevue",1,1
25,64.743,731,"Kirkland",1,1
33,108.365,601,"Redmond",1,1
40,35.425,599,"Kirkland",0,0
68,41.547,510,"Redmond",0,0
61,92.103,784,"Redmond",0,1
38,65.912,660,"Kirkland",0,0
43,95.439,520,"Redmond",0,0
56,75.566,699,"Redmond",1,1
58,28.504,512,"Bellevue",0,0
37,148.078,648,"Kirkland",1,1
28,92.122,681,"Redmond",0,1
